team	stats	rankings	value
Wisconsin	First Downs Offense	T-26	308
Wisconsin	First Downs Defense	8	206
Wisconsin	Fewest Penalties Per Game	20	4.64
Wisconsin	Fewest Penalty Yards Per Game	35	43.36
Wisconsin	Time of Possession	6	   33:38
Minnesota	Stat	Rank	Value
Minnesota	Total Offense	103	357.3
Minnesota	Rushing Offense	28	215.5
Minnesota	Passing Offense	119	141.8
Minnesota	Team Passing Efficiency	84	119.49
Minnesota	Scoring Offense	66	28.4
Minnesota	Total Defense	39	368.2
Minnesota	Rushing Defense	74	174.7
Minnesota	Passing Yards Allowed	18	193.5
Minnesota	Team Passing Efficiency Defense	35	118.29
Minnesota	Scoring Defense	T-33	24.2
Minnesota	Turnover Margin	15	0.77
Minnesota	3rd Down Conversion Pct	65	0.403
Minnesota	4th Down Conversion Pct	11	0.700
Minnesota	3rd Down Conversion Pct Defense	72	0.404
Minnesota	4th Down Conversion Pct Defense	110	0.647
Minnesota	Red Zone Offense	T-32	0.878
Minnesota	Red Zone Defense	T-114	0.900
Minnesota	Net Punting	28	39.21
Minnesota	Punt Returns	T-48	8.75
Minnesota	Kickoff Returns	25	22.92
Minnesota	First Downs Offense	96	238
Minnesota	First Downs Defense	T-49	253
Minnesota	Fewest Penalties Per Game	T-40	5.31
Minnesota	Fewest Penalty Yards Per Game	41	46.54
Minnesota	Time of Possession	30	   31:25
Oklahoma St.	Stat	Rank	Value
Oklahoma St.	Total Offense	82	378.8
Oklahoma St.	Rushing Offense	99	136.6
Oklahoma St.	Passing Offense	53	242.2
Oklahoma St.	Team Passing Efficiency	67	128.48
Oklahoma St.	Scoring Offense	T-73	27.6
Oklahoma St.	Total Defense	91	432.0
Oklahoma St.	Rushing Defense	57	162.8
Oklahoma St.	Passing Yards Allowed	110	269.2
Oklahoma St.	Team Passing Efficiency Defense	99	137.05
Oklahoma St.	Scoring Defense	92	31.2
Oklahoma St.	Turnover Margin	109	-0.62
Oklahoma St.	3rd Down Conversion Pct	113	0.330
Oklahoma St.	4th Down Conversion Pct	T-58	0.500
Oklahoma St.	3rd Down Conversion Pct Defense	74	0.408
Oklahoma St.	4th Down Conversion Pct Defense	14	0.313
Oklahoma St.	Red Zone Offense	13	0.905
Oklahoma St.	Red Zone Defense	86	0.854
Oklahoma St.	Net Punting	23	39.58
Oklahoma St.	Punt Returns	35	9.77
Oklahoma St.	Kickoff Returns	73	20.48
Oklahoma St.	First Downs Offense	T-87	246
Oklahoma St.	First Downs Defense	97	286
Oklahoma St.	Fewest Penalties Per Game	T-67	6.08
Oklahoma St.	Fewest Penalty Yards Per Game	69	53.85
Oklahoma St.	Time of Possession	110	   27:59
Oklahoma	Stat	Rank	Value
Oklahoma	Total Offense	23	464.7
Oklahoma	Rushing Offense	10	261.2
Oklahoma	Passing Offense	83	203.5
Oklahoma	Team Passing Efficiency	93	117.71
Oklahoma	Scoring Offense	20	36.4
Oklahoma	Total Defense	51	382.6
Oklahoma	Rushing Defense	8	106.4
Oklahoma	Passing Yards Allowed	117	276.2
Oklahoma	Team Passing Efficiency Defense	55	125.60
Oklahoma	Scoring Defense	55	25.9
Oklahoma	Turnover Margin	T-95	-0.38
Oklahoma	3rd Down Conversion Pct	64	0.404
Oklahoma	4th Down Conversion Pct	T-28	0.600
Oklahoma	3rd Down Conversion Pct Defense	47	0.383
Oklahoma	4th Down Conversion Pct Defense	T-65	0.529
Oklahoma	Red Zone Offense	T-66	0.828
Oklahoma	Red Zone Defense	T-53	0.821
Oklahoma	Net Punting	68	37.30
Oklahoma	Punt Returns	97	5.80
Oklahoma	Kickoff Returns	30	22.70
Oklahoma	First Downs Offense	41	293
Oklahoma	First Downs Defense	66	264
Oklahoma	Fewest Penalties Per Game	43	5.38
Oklahoma	Fewest Penalty Yards Per Game	51	49.85
Oklahoma	Time of Possession	47	   30:19
Old Dominion	Stat	Rank	Value
Louisiana Tech	Stat	Rank	Value
Louisiana Tech	Total Offense	62	400.8
Louisiana Tech	Rushing Offense	85	148.6
Louisiana Tech	Passing Offense	45	252.2
Louisiana Tech	Team Passing Efficiency	47	136.96
Louisiana Tech	Scoring Offense	13	37.4
Louisiana Tech	Total Defense	34	362.5
Louisiana Tech	Rushing Defense	17	118.2
Louisiana Tech	Passing Yards Allowed	88	244.3
Louisiana Tech	Team Passing Efficiency Defense	26	115.91
Louisiana Tech	Scoring Defense	38	24.7
Louisiana Tech	Turnover Margin	5	1.14
Louisiana Tech	3rd Down Conversion Pct	66	0.401
Louisiana Tech	4th Down Conversion Pct	T-15	0.667
Louisiana Tech	3rd Down Conversion Pct Defense	17	0.347
Louisiana Tech	4th Down Conversion Pct Defense	114	0.680
Louisiana Tech	Red Zone Offense	22	0.891
Louisiana Tech	Red Zone Defense	T-86	0.854
Louisiana Tech	Net Punting	119	33.24
Louisiana Tech	Punt Returns	55	8.29
Louisiana Tech	Kickoff Returns	12	24.25
Louisiana Tech	First Downs Offense	50	280
Louisiana Tech	First Downs Defense	T-85	279
Louisiana Tech	Fewest Penalties Per Game	T-25	4.93
Louisiana Tech	Fewest Penalty Yards Per Game	20	39.64
Louisiana Tech	Time of Possession	65	   29:42
Louisville	Stat	Rank	Value
Louisville	Total Offense	69	394.7
Louisville	Rushing Offense	92	142.7
Louisville	Passing Offense	46	252.0
Louisville	Team Passing Efficiency	60	131.19
Louisville	Scoring Offense	50	31.2
Louisville	Total Defense	6	308.5
Louisville	Rushing Defense	10	108.9
Louisville	Passing Yards Allowed	26	199.6
Louisville	Team Passing Efficiency Defense	5	105.65
Louisville	Scoring Defense	T-24	21.8
Louisville	Turnover Margin	43	0.31
Louisville	3rd Down Conversion Pct	73	0.394
Louisville	4th Down Conversion Pct	52	0.524
Louisville	3rd Down Conversion Pct Defense	10	0.318
Louisville	4th Down Conversion Pct Defense	T-4	0.250
Louisville	Red Zone Offense	66	0.828
Louisville	Red Zone Defense	26	0.769
Louisville	Net Punting	105	34.36
Louisville	Punt Returns	69	7.41
Louisville	Kickoff Returns	59	21.06
Louisville	First Downs Offense	T-66	265
Louisville	First Downs Defense	3	199
Louisville	Fewest Penalties Per Game	98	6.92
Louisville	Fewest Penalty Yards Per Game	48	49.31
Louisville	Time of Possession	15	   32:31
LSU	Stat	Rank	Value
LSU	Total Offense	77	387.5
LSU	Rushing Offense	23	224.5
LSU	Passing Offense	114	162.9
LSU	Team Passing Efficiency	68	128.27
LSU	Scoring Offense	73	27.6
LSU	Total Defense	9	316.8
LSU	Rushing Defense	46	152.7
LSU	Passing Yards Allowed	3	164.2
LSU	Team Passing Efficiency Defense	3	101.62
LSU	Scoring Defense	5	17.5
LSU	Turnover Margin	48	0.23
LSU	3rd Down Conversion Pct	69	0.399
LSU	4th Down Conversion Pct	T-41	0.563
LSU	3rd Down Conversion Pct Defense	30	0.360
LSU	4th Down Conversion Pct Defense	46	0.467
LSU	Red Zone Offense	87	0.787
LSU	Red Zone Defense	34	0.781
LSU	Net Punting	7	41.37
LSU	Punt Returns	22	10.77
LSU	Kickoff Returns	2	26.73
LSU	First Downs Offense	69	262
LSU	First Downs Defense	T-6	202
LSU	Fewest Penalties Per Game	46	5.46
LSU	Fewest Penalty Yards Per Game	39	45.77
LSU	Time of Possession	9	   33:08
Oregon St.	Stat	Rank	Value
Oregon St.	Total Offense	72	393.5
Oregon St.	Rushing Offense	110	118.1
Oregon St.	Passing Offense	31	275.4
Oregon St.	Team Passing Efficiency	69	127.36
Oregon St.	Scoring Offense	86	25.7
Oregon St.	Total Defense	74	406.3
Oregon St.	Rushing Defense	51	158.2
Oregon St.	Passing Yards Allowed	91	248.1
Oregon St.	Team Passing Efficiency Defense	56	126.45
Oregon St.	Scoring Defense	96	31.6
Oregon St.	Turnover Margin	40	0.33
Oregon St.	3rd Down Conversion Pct	118	0.319
Oregon St.	4th Down Conversion Pct	98	0.421
Oregon St.	3rd Down Conversion Pct Defense	61	0.398
Oregon St.	4th Down Conversion Pct Defense	T-103	0.625
Oregon St.	Red Zone Offense	86	0.792
Oregon St.	Red Zone Defense	89	0.857
Oregon St.	Net Punting	77	36.63
Oregon St.	Punt Returns	95	6.06
Oregon St.	Kickoff Returns	28	22.74
Oregon St.	First Downs Offense	T-82	249
Oregon St.	First Downs Defense	T-66	264
Oregon St.	Fewest Penalties Per Game	T-122	8.92
Oregon St.	Fewest Penalty Yards Per Game	120	79.83
Oregon St.	Time of Possession	18	   32:11
Oregon	Stat	Rank	Value
Oregon	Total Offense	3	547.0
Oregon	Rushing Offense	20	234.5
Oregon	Passing Offense	10	312.5
Oregon	Team Passing Efficiency	1	180.78
Oregon	Scoring Offense	4	45.4
Oregon	Total Defense	87	429.7
Oregon	Rushing Defense	60	165.4
Oregon	Passing Yards Allowed	108	264.3
Oregon	Team Passing Efficiency Defense	54	125.18
Oregon	Scoring Defense	30	23.6
Oregon	Turnover Margin	1	1.53
Oregon	3rd Down Conversion Pct	9	0.495
Oregon	4th Down Conversion Pct	27	0.607
Oregon	3rd Down Conversion Pct Defense	89	0.423
Oregon	4th Down Conversion Pct Defense	50	0.487
Oregon	Red Zone Offense	43	0.863
Oregon	Red Zone Defense	82	0.847
Oregon	Net Punting	82	36.40
Oregon	Punt Returns	12	12.48
Oregon	Kickoff Returns	92	19.69
Oregon	First Downs Offense	1	406
Oregon	First Downs Defense	124	349
Oregon	Fewest Penalties Per Game	116	8.20
Oregon	Fewest Penalty Yards Per Game	115	72.27
Oregon	Time of Possession	118	   26:49
Rutgers	Stat	Rank	Value
Rutgers	Total Offense	73	390.0
Rutgers	Rushing Offense	63	162.6
Rutgers	Passing Offense	68	227.4
Rutgers	Team Passing Efficiency	44	138.35
Rutgers	Scoring Offense	80	26.7
Rutgers	Total Defense	98	442.8
Rutgers	Rushing Defense	106	212.3
Rutgers	Passing Yards Allowed	69	230.5
Rutgers	Team Passing Efficiency Defense	90	133.85
Rutgers	Scoring Defense	87	30.2
Rutgers	Turnover Margin	T-73	-0.15
Rutgers	3rd Down Conversion Pct	100	0.359
Rutgers	4th Down Conversion Pct	T-79	0.471
Rutgers	3rd Down Conversion Pct Defense	90	0.425
Rutgers	4th Down Conversion Pct Defense	T-32	0.429
Rutgers	Red Zone Offense	15	0.902
Rutgers	Red Zone Defense	33	0.778
Rutgers	Net Punting	111	33.78
Rutgers	Punt Returns	56	8.29
Rutgers	Kickoff Returns	19	23.60
Rutgers	First Downs Offense	94	241
Rutgers	First Downs Defense	81	276
Rutgers	Fewest Penalties Per Game	21	4.69
Rutgers	Fewest Penalty Yards Per Game	29	41.92
Rutgers	Time of Possession	48	   30:16
Illinois	Stat	Rank	Value
Illinois	Total Offense	94	367.2
Illinois	Rushing Offense	111	117.5
Illinois	Passing Offense	48	249.8
Illinois	Team Passing Efficiency	56	131.54
Illinois	Scoring Offense	84	25.9
Illinois	Total Defense	109	456.4
Illinois	Rushing Defense	115	239.2
Illinois	Passing Yards Allowed	47	217.2
Illinois	Team Passing Efficiency Defense	95	136.00
Illinois	Scoring Defense	107	34.0
Illinois	Turnover Margin	T-81	-0.23
Illinois	3rd Down Conversion Pct	98	0.360
Illinois	4th Down Conversion Pct	106	0.385
Illinois	3rd Down Conversion Pct Defense	88	0.423
Illinois	4th Down Conversion Pct Defense	70	0.538
Illinois	Red Zone Offense	T-107	0.740
Illinois	Red Zone Defense	114	0.900
Illinois	Net Punting	18	39.85
Illinois	Punt Returns	51	8.68
Illinois	Kickoff Returns	102	19.45
Illinois	First Downs Offense	T-85	248
Illinois	First Downs Defense	101	292
Illinois	Fewest Penalties Per Game	67	6.08
Illinois	Fewest Penalty Yards Per Game	T-59	51.46
Illinois	Time of Possession	112	   27:42
Indiana	Stat	Rank	Value
Indiana	Total Offense	61	405.0
Indiana	Rushing Offense	9	263.6
Indiana	Passing Offense	120	141.4
Indiana	Team Passing Efficiency	123	100.85
Indiana	Scoring Offense	87	25.1
Indiana	Total Defense	93	433.8
Indiana	Rushing Defense	T-81	182.7
Indiana	Passing Yards Allowed	94	251.1
Indiana	Team Passing Efficiency Defense	80	131.20
Indiana	Scoring Defense	100	32.8
Indiana	Turnover Margin	T-76	-0.17
Indiana	3rd Down Conversion Pct	120	0.304
Indiana	4th Down Conversion Pct	111	0.350
Indiana	3rd Down Conversion Pct Defense	31	0.361
Indiana	4th Down Conversion Pct Defense	121	0.750
Indiana	Red Zone Offense	69	0.824
Indiana	Red Zone Defense	125	0.956
Indiana	Net Punting	84	36.34
Indiana	Punt Returns	103	5.18
Indiana	Kickoff Returns	112	18.81
Indiana	First Downs Offense	101	226
Indiana	First Downs Defense	T-70	268
Indiana	Fewest Penalties Per Game	88	6.50
Indiana	Fewest Penalty Yards Per Game	95	59.42
Indiana	Time of Possession	105	   28:19
Marshall	Stat	Rank	Value
Marshall	Total Offense	2	559.2
Marshall	Rushing Offense	7	271.9
Marshall	Passing Offense	17	287.3
Marshall	Team Passing Efficiency	15	152.82
Marshall	Scoring Offense	3	45.6
Marshall	Total Defense	31	357.1
Marshall	Rushing Defense	53	160.2
Marshall	Passing Yards Allowed	23	196.9
Marshall	Team Passing Efficiency Defense	22	113.48
Marshall	Scoring Defense	18	21.0
Marshall	Turnover Margin	T-71	-0.14
Marshall	3rd Down Conversion Pct	5	0.514
Marshall	4th Down Conversion Pct	T-58	0.500
Marshall	3rd Down Conversion Pct Defense	7	0.311
Marshall	4th Down Conversion Pct Defense	3	0.240
Marshall	Red Zone Offense	51	0.845
Marshall	Red Zone Defense	25	0.765
Marshall	Net Punting	54	37.91
Marshall	Punt Returns	57	8.25
Marshall	Kickoff Returns	10	24.61
Marshall	First Downs Offense	5	366
Marshall	First Downs Defense	108	301
Marshall	Fewest Penalties Per Game	120	8.50
Marshall	Fewest Penalty Yards Per Game	121	80.29
Marshall	Time of Possession	101	   28:33
California	Stat	Rank	Value
California	Total Offense	13	495.2
California	Rushing Offense	84	149.2
California	Passing Offense	6	346.0
California	Team Passing Efficiency	24	145.77
California	Scoring Offense	10	38.3
California	Total Defense	121	511.8
California	Rushing Defense	38	144.6
California	Passing Yards Allowed	125	367.2
California	Team Passing Efficiency Defense	116	154.54
California	Scoring Defense	120	39.8
California	Turnover Margin	T-85	-0.25
California	3rd Down Conversion Pct	23	0.461
California	4th Down Conversion Pct	14	0.679
California	3rd Down Conversion Pct Defense	84	0.419
California	4th Down Conversion Pct Defense	120	0.741
California	Red Zone Offense	27	0.882
California	Red Zone Defense	57	0.823
California	Net Punting	85	36.30
California	Punt Returns	65	7.61
California	Kickoff Returns	24	22.94
California	First Downs Offense	19	319
California	First Downs Defense	121	332
California	Fewest Penalties Per Game	122	8.92
California	Fewest Penalty Yards Per Game	123	82.25
California	Time of Possession	55	   29:57
Arkansas	Stat	Rank	Value
Arkansas	Total Offense	60	406.0
Arkansas	Rushing Offense	24	218.0
Arkansas	Passing Offense	100	188.0
Arkansas	Team Passing Efficiency	65	128.58
Arkansas	Scoring Offense	42	31.9
Arkansas	Total Defense	10	323.4
Arkansas	Rushing Defense	12	114.6
Arkansas	Passing Yards Allowed	37	208.8
Arkansas	Team Passing Efficiency Defense	49	123.39
Arkansas	Scoring Defense	10	19.2
Arkansas	Turnover Margin	T-27	0.54
Arkansas	3rd Down Conversion Pct	15	0.471
Arkansas	4th Down Conversion Pct	20	0.632
Arkansas	3rd Down Conversion Pct Defense	59	0.396
Arkansas	4th Down Conversion Pct Defense	1	0.222
Arkansas	Red Zone Offense	T-89	0.786
Arkansas	Red Zone Defense	5	0.697
Arkansas	Net Punting	39	38.54
Arkansas	Punt Returns	40	9.36
Arkansas	Kickoff Returns	5	25.71
Arkansas	First Downs Offense	43	288
Arkansas	First Downs Defense	T-18	225
Arkansas	Fewest Penalties Per Game	T-35	5.23
Arkansas	Fewest Penalty Yards Per Game	37	44.69
Arkansas	Time of Possession	4	   34:02
Auburn	Stat	Rank	Value
Auburn	Total Offense	16	485.0
Auburn	Rushing Offense	13	255.5
Auburn	Passing Offense	66	229.5
Auburn	Team Passing Efficiency	8	156.79
Auburn	Scoring Offense	25	35.5
Auburn	Total Defense	64	398.8
Auburn	Rushing Defense	67	168.8
Auburn	Passing Yards Allowed	68	230.1
Auburn	Team Passing Efficiency Defense	52	124.19
Auburn	Scoring Defense	62	26.7
Auburn	Turnover Margin	27	0.54
Auburn	3rd Down Conversion Pct	2	0.525
Auburn	4th Down Conversion Pct	T-95	0.429
Auburn	3rd Down Conversion Pct Defense	29	0.360
Auburn	4th Down Conversion Pct Defense	T-90	0.600
Auburn	Red Zone Offense	31	0.879
Auburn	Red Zone Defense	T-13	0.741
Auburn	Net Punting	67	37.44
Auburn	Punt Returns	4	17.82
Auburn	Kickoff Returns	82	20.03
Auburn	First Downs Offense	21	314
Auburn	First Downs Defense	T-98	287
Auburn	Fewest Penalties Per Game	101	7.08
Auburn	Fewest Penalty Yards Per Game	112	68.92
Auburn	Time of Possession	60	   29:52
Ohio	Stat	Rank	Value
Ohio	Total Offense	91	370.3
Ohio	Rushing Offense	59	164.1
Ohio	Passing Offense	81	206.2
Ohio	Team Passing Efficiency	98	114.16
Ohio	Scoring Offense	111	20.5
Ohio	Total Defense	59	394.3
Ohio	Rushing Defense	25	132.9
Ohio	Passing Yards Allowed	104	261.4
Ohio	Team Passing Efficiency Defense	76	130.67
Ohio	Scoring Defense	T-40	24.8
Ohio	Turnover Margin	T-92	-0.33
Ohio	3rd Down Conversion Pct	71	0.397
Ohio	4th Down Conversion Pct	82	0.462
Ohio	3rd Down Conversion Pct Defense	92	0.427
Ohio	4th Down Conversion Pct Defense	T-51	0.500
Ohio	Red Zone Offense	T-60	0.833
Ohio	Red Zone Defense	46	0.806
Ohio	Net Punting	32	38.86
Ohio	Punt Returns	48	8.75
Ohio	Kickoff Returns	46	21.84
Ohio	First Downs Offense	97	233
Ohio	First Downs Defense	T-37	246
Ohio	Fewest Penalties Per Game	65	6.00
Ohio	Fewest Penalty Yards Per Game	T-71	54.00
Ohio	Time of Possession	62	   29:48
Ohio St.	Stat	Rank	Value
Ohio St.	Total Offense	9	511.6
Ohio St.	Rushing Offense	8	264.5
Ohio St.	Passing Offense	51	247.1
Ohio St.	Team Passing Efficiency	2	167.72
Ohio St.	Scoring Offense	5	44.8
Ohio St.	Total Defense	19	342.4
Ohio St.	Rushing Defense	34	141.3
Ohio St.	Passing Yards Allowed	28	201.1
Ohio St.	Team Passing Efficiency Defense	13	108.17
Ohio St.	Scoring Defense	26	22.0
Ohio St.	Turnover Margin	32	0.47
Ohio St.	3rd Down Conversion Pct	3	0.520
Ohio St.	4th Down Conversion Pct	32	0.591
Ohio St.	3rd Down Conversion Pct Defense	16	0.344
Ohio St.	4th Down Conversion Pct Defense	64	0.526
Ohio St.	Red Zone Offense	48	0.851
Ohio St.	Red Zone Defense	T-77	0.844
Ohio St.	Net Punting	5	41.79
Ohio St.	Punt Returns	18	11.28
Ohio St.	Kickoff Returns	29	22.72
Ohio St.	First Downs Offense	3	386
Ohio St.	First Downs Defense	94	283
Ohio St.	Fewest Penalties Per Game	50	5.60
Ohio St.	Fewest Penalty Yards Per Game	43	47.40
Ohio St.	Time of Possession	25	   31:30
South Ala.	Stat	Rank	Value
South Ala.	Total Offense	84	376.0
South Ala.	Rushing Offense	51	179.0
South Ala.	Passing Offense	94	197.0
South Ala.	Team Passing Efficiency	106	110.49
South Ala.	Scoring Offense	102	22.5
South Ala.	Total Defense	65	398.9
South Ala.	Rushing Defense	87	186.1
South Ala.	Passing Yards Allowed	40	212.8
South Ala.	Team Passing Efficiency Defense	68	129.31
South Ala.	Scoring Defense	T-59	26.4
South Ala.	Turnover Margin	T-105	-0.54
South Ala.	3rd Down Conversion Pct	94	0.365
South Ala.	4th Down Conversion Pct	121	0.250
South Ala.	3rd Down Conversion Pct Defense	76	0.410
South Ala.	4th Down Conversion Pct Defense	T-65	0.529
South Ala.	Red Zone Offense	93	0.780
South Ala.	Red Zone Defense	31	0.776
South Ala.	Net Punting	53	37.92
South Ala.	Punt Returns	75	7.08
South Ala.	Kickoff Returns	39	22.14
South Ala.	First Downs Offense	56	272
South Ala.	First Downs Defense	T-70	268
South Ala.	Fewest Penalties Per Game	T-77	6.23
South Ala.	Fewest Penalty Yards Per Game	76	55.15
South Ala.	Time of Possession	46	   30:21
South Carolina	Stat	Rank	Value
South Carolina	Total Offense	33	443.4
South Carolina	Rushing Offense	65	161.0
South Carolina	Passing Offense	20	282.4
South Carolina	Team Passing Efficiency	36	140.12
South Carolina	Scoring Offense	39	32.6
South Carolina	Total Defense	92	432.7
South Carolina	Rushing Defense	105	212.2
South Carolina	Passing Yards Allowed	52	220.5
South Carolina	Team Passing Efficiency Defense	82	131.68
South Carolina	Scoring Defense	89	30.4
South Carolina	Turnover Margin	73	-0.15
South Carolina	3rd Down Conversion Pct	36	0.434
South Carolina	4th Down Conversion Pct	46	0.545
South Carolina	3rd Down Conversion Pct Defense	86	0.420
South Carolina	4th Down Conversion Pct Defense	T-122	0.833
South Carolina	Red Zone Offense	T-41	0.865
South Carolina	Red Zone Defense	102	0.883
South Carolina	Net Punting	64	37.59
South Carolina	Punt Returns	107	5.00
South Carolina	Kickoff Returns	105	19.13
South Carolina	First Downs Offense	29	305
South Carolina	First Downs Defense	T-101	292
South Carolina	Fewest Penalties Per Game	T-43	5.38
South Carolina	Fewest Penalty Yards Per Game	42	46.62
South Carolina	Time of Possession	40	   30:49
Notre Dame	Stat	Rank	Value
Notre Dame	Total Offense	32	444.9
Notre Dame	Rushing Offense	68	159.5
Notre Dame	Passing Offense	18	285.5
Notre Dame	Team Passing Efficiency	30	142.49
Notre Dame	Scoring Offense	38	32.8
Notre Dame	Total Defense	71	404.2
Notre Dame	Rushing Defense	72	171.2
Notre Dame	Passing Yards Allowed	T-75	233.0
Notre Dame	Team Passing Efficiency Defense	84	132.53
Notre Dame	Scoring Defense	82	29.2
Notre Dame	Turnover Margin	T-81	-0.23
Notre Dame	3rd Down Conversion Pct	14	0.474
Notre Dame	4th Down Conversion Pct	T-58	0.500
Notre Dame	3rd Down Conversion Pct Defense	79	0.411
Notre Dame	4th Down Conversion Pct Defense	42	0.458
Notre Dame	Red Zone Offense	80	0.806
Notre Dame	Red Zone Defense	T-70	0.840
Notre Dame	Net Punting	59	37.78
Notre Dame	Punt Returns	53	8.48
Notre Dame	Kickoff Returns	74	20.47
Notre Dame	First Downs Offense	25	309
Notre Dame	First Downs Defense	T-82	278
Notre Dame	Fewest Penalties Per Game	T-16	4.46
Notre Dame	Fewest Penalty Yards Per Game	12	37.46
Notre Dame	Time of Possession	61	   29:51
Ole Miss	Stat	Rank	Value
Ole Miss	Total Offense	51	419.1
Ole Miss	Rushing Offense	73	155.5
Ole Miss	Passing Offense	37	263.6
Ole Miss	Team Passing Efficiency	43	139.03
Ole Miss	Scoring Offense	67	28.3
Ole Miss	Total Defense	13	329.0
Ole Miss	Rushing Defense	29	136.9
Ole Miss	Passing Yards Allowed	16	192.1
Ole Miss	Team Passing Efficiency Defense	16	110.78
Ole Miss	Scoring Defense	1	16.0
Ole Miss	Turnover Margin	T-27	0.54
Ole Miss	3rd Down Conversion Pct	75	0.393
Ole Miss	4th Down Conversion Pct	T-88	0.450
Ole Miss	3rd Down Conversion Pct Defense	12	0.330
Ole Miss	4th Down Conversion Pct Defense	T-68	0.533
Ole Miss	Red Zone Offense	116	0.707
Ole Miss	Red Zone Defense	11	0.735
Ole Miss	Net Punting	6	41.72
Ole Miss	Punt Returns	91	6.36
Ole Miss	Kickoff Returns	94	19.66
Ole Miss	First Downs Offense	66	265
Ole Miss	First Downs Defense	29	239
Ole Miss	Fewest Penalties Per Game	40	5.31
Ole Miss	Fewest Penalty Yards Per Game	30	42.23
Ole Miss	Time of Possession	106	   28:14
Mississippi St.	Stat	Rank	Value
Mississippi St.	Total Offense	8	513.8
Mississippi St.	Rushing Offense	21	233.1
Mississippi St.	Passing Offense	22	280.7
Mississippi St.	Team Passing Efficiency	16	152.68
Mississippi St.	Scoring Offense	T-16	36.9
Mississippi St.	Total Defense	84	424.4
Mississippi St.	Rushing Defense	44	151.5
Mississippi St.	Passing Yards Allowed	114	272.8
Mississippi St.	Team Passing Efficiency Defense	25	115.82
Mississippi St.	Scoring Defense	23	21.7
Mississippi St.	Turnover Margin	T-59	0.00
Mississippi St.	3rd Down Conversion Pct	22	0.464
Mississippi St.	4th Down Conversion Pct	T-95	0.429
Mississippi St.	3rd Down Conversion Pct Defense	21	0.351
Mississippi St.	4th Down Conversion Pct Defense	28	0.409
Mississippi St.	Red Zone Offense	72	0.820
Mississippi St.	Red Zone Defense	1	0.636
Mississippi St.	Net Punting	24	39.55
Mississippi St.	Punt Returns	96	5.96
Mississippi St.	Kickoff Returns	86	19.85
Mississippi St.	First Downs Offense	12	334
Mississippi St.	First Downs Defense	70	268
Mississippi St.	Fewest Penalties Per Game	34	5.15
Mississippi St.	Fewest Penalty Yards Per Game	17	39.46
Mississippi St.	Time of Possession	68	   29:37
Charlotte	Stat	Rank	Value
San Diego St.	Stat	Rank	Value
San Diego St.	Total Offense	71	394.5
San Diego St.	Rushing Offense	26	216.1
San Diego St.	Passing Offense	106	178.4
San Diego St.	Team Passing Efficiency	110	109.11
San Diego St.	Scoring Offense	T-88	25.0
San Diego St.	Total Defense	16	332.5
San Diego St.	Rushing Defense	48	153.9
San Diego St.	Passing Yards Allowed	10	178.5
San Diego St.	Team Passing Efficiency Defense	19	112.10
San Diego St.	Scoring Defense	13	19.8
San Diego St.	Turnover Margin	T-43	0.31
San Diego St.	3rd Down Conversion Pct	42	0.425
San Diego St.	4th Down Conversion Pct	T-99	0.417
San Diego St.	3rd Down Conversion Pct Defense	75	0.409
San Diego St.	4th Down Conversion Pct Defense	90	0.600
San Diego St.	Red Zone Offense	97	0.771
San Diego St.	Red Zone Defense	T-119	0.917
San Diego St.	Net Punting	109	34.15
San Diego St.	Punt Returns	26	10.35
San Diego St.	Kickoff Returns	58	21.22
San Diego St.	First Downs Offense	T-80	252
San Diego St.	First Downs Defense	27	235
San Diego St.	Fewest Penalties Per Game	T-60	5.92
San Diego St.	Fewest Penalty Yards Per Game	65	53.38
San Diego St.	Time of Possession	35	   31:19
Kentucky	Stat	Rank	Value
Kentucky	Total Offense	79	384.3
Kentucky	Rushing Offense	T-77	153.2
Kentucky	Passing Offense	63	231.2
Kentucky	Team Passing Efficiency	81	119.81
Kentucky	Scoring Offense	60	29.2
Kentucky	Total Defense	75	406.9
Kentucky	Rushing Defense	89	191.2
Kentucky	Passing Yards Allowed	43	215.8
Kentucky	Team Passing Efficiency Defense	57	126.55
Kentucky	Scoring Defense	93	31.3
Kentucky	Turnover Margin	19	0.67
Kentucky	3rd Down Conversion Pct	110	0.339
Kentucky	4th Down Conversion Pct	92	0.435
Kentucky	3rd Down Conversion Pct Defense	104	0.439
Kentucky	4th Down Conversion Pct Defense	108	0.643
Kentucky	Red Zone Offense	37	0.872
Kentucky	Red Zone Defense	123	0.932
Kentucky	Net Punting	65	37.53
Kentucky	Punt Returns	80	6.85
Kentucky	Kickoff Returns	26	22.84
Kentucky	First Downs Offense	99	231
Kentucky	First Downs Defense	T-75	270
Kentucky	Fewest Penalties Per Game	47	5.50
Kentucky	Fewest Penalty Yards Per Game	53	50.33
Kentucky	Time of Possession	98	   28:40
Kent St.	Stat	Rank	Value
Kent St.	Total Offense	116	315.5
Kent St.	Rushing Offense	122	81.8
Kent St.	Passing Offense	60	233.6
Kent St.	Team Passing Efficiency	111	108.30
Kent St.	Scoring Offense	120	16.4
Kent St.	Total Defense	88	430.3
Kent St.	Rushing Defense	107	214.0
Kent St.	Passing Yards Allowed	45	216.3
Kent St.	Team Passing Efficiency Defense	75	130.28
Kent St.	Scoring Defense	81	29.0
Kent St.	Turnover Margin	94	-0.36
